Messzeitpunkt;Einspeisung (kWh) Strom 00100137997;Qualität Strom 00100137997;Verbrauch (kWh) Strom 00021228596;Qualität Strom 00021228596
01.08.23 00:00;0;G;0,103;G
01.08.23 00:15;0;G;0,098;G
01.08.23 00:30;0;G;0,103;G
01.08.23 00:45;0;G;0,104;G
01.08.23 01:00;0;G;0,106;G
01.08.23 01:15;0;G;0,098;G
01.08.23 01:30;0;G;0,095;G
01.08.23 01:45;0;G;0,106;G
01.08.23 02:00;0;G;0,106;G
01.08.23 02:15;0;G;0,103;G
01.08.23 02:30;0;G;0,096;G
01.08.23 02:45;0;G;0,098;G
01.08.23 03:00;0;G;0,105;G
01.08.23 03:15;0;G;0,108;G
01.08.23 03:30;0;G;0,1;G
01.08.23 03:45;0;G;0,094;G
01.08.23 04:00;0;G;0,101;G
01.08.23 04:15;0;G;0,106;G
01.08.23 04:30;0;G;0,102;G
01.08.23 04:45;0;G;0,095;G
01.08.23 05:00;0;G;0,099;G
01.08.23 05:15;0;G;0,102;G
01.08.23 05:30;0;G;0,103;G
01.08.23 05:45;0;G;0,431;G
01.08.23 06:00;0;G;0,188;G
01.08.23 06:15;0;G;0,268;G
01.08.23 06:30;0;G;0,394;G
01.08.23 06:45;0;G;0,301;G
01.08.23 07:00;0;G;0,105;G
01.08.23 07:15;0;G;0,289;G
01.08.23 07:30;0;G;0,302;G
01.08.23 07:45;0,083;G;0,086;G
01.08.23 08:00;0,006;G;0,132;G
01.08.23 08:15;0;G;0,242;G
01.08.23 08:30;0,04;G;0,194;G
01.08.23 08:45;0,026;G;0;G
01.08.23 09:00;0,001;G;0,311;G
01.08.23 09:15;0,011;G;0,27;G
01.08.23 09:30;0;G;0,247;G
01.08.23 09:45;0;G;0,27;G
01.08.23 10:00;0;G;0,1;G
01.08.23 10:15;0;G;0,059;G
01.08.23 10:30;0;G;0,045;G
01.08.23 10:45;0;G;0,035;G
01.08.23 11:00;0;G;0,188;G
01.08.23 11:15;0,063;G;0,031;G
01.08.23 11:30;0,024;G;0,023;G
01.08.23 11:45;0;G;0,435;G
01.08.23 12:00;0;G;0,177;G
01.08.23 12:15;0;G;0,16;G
01.08.23 12:30;0;G;0,148;G
01.08.23 12:45;0;G;0,162;G
01.08.23 13:00;0;G;0,133;G
01.08.23 13:15;0;G;0,136;G
01.08.23 13:30;0;G;0,144;G
01.08.23 13:45;0;G;0,144;G
01.08.23 14:00;0;G;0,102;G
01.08.23 14:15;0;G;0,095;G
01.08.23 14:30;0;G;0,071;G
01.08.23 14:45;0;G;0,079;G
01.08.23 15:00;0;G;0,12;G
01.08.23 15:15;0;G;0,164;G
01.08.23 15:30;0;G;0,158;G
01.08.23 15:45;0;G;0,152;G
01.08.23 16:00;0;G;0,152;G
01.08.23 16:15;0;G;0,18;G
01.08.23 16:30;0;G;0,201;G
01.08.23 16:45;0;G;0,187;G
01.08.23 17:00;0;G;0,171;G
01.08.23 17:15;0;G;0,184;G
01.08.23 17:30;0;G;0,768;G
01.08.23 17:45;0;G;0,829;G
01.08.23 18:00;0;G;0,78;G
01.08.23 18:15;0;G;0,563;G
01.08.23 18:30;0;G;0,424;G
01.08.23 18:45;0;G;0,269;G
01.08.23 19:00;0;G;0,357;G
01.08.23 19:15;0;G;0,433;G
01.08.23 19:30;0;G;0,406;G
01.08.23 19:45;0;G;0,227;G
01.08.23 20:00;0;G;0,451;G
01.08.23 20:15;0;G;0,424;G
01.08.23 20:30;0;G;0,173;G
01.08.23 20:45;0;G;0,165;G
01.08.23 21:00;0;G;0,167;G
01.08.23 21:15;0;G;0,164;G
01.08.23 21:30;0;G;0,165;G
01.08.23 21:45;0;G;0,141;G
01.08.23 22:00;0;G;0,128;G
01.08.23 22:15;0;G;0,133;G
01.08.23 22:30;0;G;0,136;G
01.08.23 22:45;0;G;0,136;G
01.08.23 23:00;0;G;0,123;G
01.08.23 23:15;0;G;0,103;G
01.08.23 23:30;0;G;0,11;G
01.08.23 23:45;0;G;0,108;G
02.08.23 00:00;0;G;0,105;G
02.08.23 00:15;0;G;0,1;G
02.08.23 00:30;0;G;0,103;G
02.08.23 00:45;0;G;0,108;G
02.08.23 01:00;0;G;0,106;G
02.08.23 01:15;0;G;0,102;G
02.08.23 01:30;0;G;0,097;G
02.08.23 01:45;0;G;0,101;G
02.08.23 02:00;0;G;0,105;G
02.08.23 02:15;0;G;0,105;G
02.08.23 02:30;0;G;0,102;G
02.08.23 02:45;0;G;0,096;G
02.08.23 03:00;0;G;0,1;G
02.08.23 03:15;0;G;0,103;G
02.08.23 03:30;0;G;0,105;G
02.08.23 03:45;0;G;0,099;G
02.08.23 04:00;0;G;0,097;G
02.08.23 04:15;0;G;0,1;G
02.08.23 04:30;0;G;0,104;G
02.08.23 04:45;0;G;0,105;G
02.08.23 05:00;0;G;0,099;G
02.08.23 05:15;0;G;0,096;G
02.08.23 05:30;0;G;0,105;G
02.08.23 05:45;0;G;0,104;G
02.08.23 06:00;0;G;0,095;G
02.08.23 06:15;0;G;0,086;G
02.08.23 06:30;0;G;0,461;G
02.08.23 06:45;0;G;0,437;G
02.08.23 07:00;0;G;0,156;G
02.08.23 07:15;0;G;0,181;G
02.08.23 07:30;0,016;G;0,089;G
02.08.23 07:45;0,068;G;0;G
02.08.23 08:00;0,13;G;0;G
02.08.23 08:15;0,172;G;0;G
02.08.23 08:30;0,261;G;0;G
02.08.23 08:45;0,093;G;0,029;G
02.08.23 09:00;0,306;G;0;G
02.08.23 09:15;0,415;G;0;G
02.08.23 09:30;0,44;G;0;G
02.08.23 09:45;0,425;G;0;G
02.08.23 10:00;0,514;G;0;G
02.08.23 10:15;0,598;G;0;G
02.08.23 10:30;0,315;G;0,325;G
02.08.23 10:45;0;G;0,782;G
02.08.23 11:00;0;G;0,662;G
02.08.23 11:15;0;G;1,573;G
02.08.23 11:30;0;G;2,313;G
02.08.23 11:45;0;G;2,258;G
02.08.23 12:00;0;G;2,08;G
02.08.23 12:15;0;G;2,145;G
02.08.23 12:30;0;G;2,543;G
02.08.23 12:45;0;G;0,797;G
02.08.23 13:00;0,204;G;0,289;G
02.08.23 13:15;0;G;0,441;G
02.08.23 13:30;0;G;0,615;G
02.08.23 13:45;0;G;0,463;G
02.08.23 14:00;0;G;0,399;G
02.08.23 14:15;0;G;0,424;G
02.08.23 14:30;0;G;0,399;G
02.08.23 14:45;0;G;0,566;G
02.08.23 15:00;0;G;0,79;G
02.08.23 15:15;0;G;0,607;G
02.08.23 15:30;0;G;0,912;G
02.08.23 15:45;0;G;0,842;G
02.08.23 16:00;0;G;0,808;G
02.08.23 16:15;0;G;0,808;G
02.08.23 16:30;0;G;0,793;G
02.08.23 16:45;0;G;0,816;G
02.08.23 17:00;0;G;0,863;G
02.08.23 17:15;0;G;0,836;G
02.08.23 17:30;0;G;0,353;G
02.08.23 17:45;0,011;G;0,283;G
02.08.23 18:00;0,053;G;0,013;G
02.08.23 18:15;0,029;G;0,002;G
02.08.23 18:30;0,003;G;0,033;G
02.08.23 18:45;0,054;G;0;G
02.08.23 19:00;0;G;0,18;G
02.08.23 19:15;0;G;0,245;G
02.08.23 19:30;0;G;0,219;G
02.08.23 19:45;0;G;0,287;G
02.08.23 20:00;0;G;0,321;G
02.08.23 20:15;0;G;0,258;G
02.08.23 20:30;0;G;0,136;G
02.08.23 20:45;0;G;0,169;G
02.08.23 21:00;0;G;1,246;G
02.08.23 21:15;0;G;1,236;G
02.08.23 21:30;0;G;0,654;G
02.08.23 21:45;0;G;0,108;G
02.08.23 22:00;0;G;0,102;G
02.08.23 22:15;0;G;0,096;G
02.08.23 22:30;0;G;0,104;G
02.08.23 22:45;0;G;0,134;G
02.08.23 23:00;0;G;0,087;G
02.08.23 23:15;0;G;0,085;G
02.08.23 23:30;0;G;0,077;G
02.08.23 23:45;0;G;0,078;G
03.08.23 00:00;0;G;0,084;G
03.08.23 00:15;0;G;0,09;G
03.08.23 00:30;0;G;0,089;G
03.08.23 00:45;0;G;0,078;G
03.08.23 01:00;0;G;0,085;G
03.08.23 01:15;0;G;0,087;G
03.08.23 01:30;0;G;0,088;G
03.08.23 01:45;0;G;0,09;G
03.08.23 02:00;0;G;0,077;G
03.08.23 02:15;0;G;0,086;G
03.08.23 02:30;0;G;0,085;G
03.08.23 02:45;0;G;0,09;G
03.08.23 03:00;0;G;0,088;G
03.08.23 03:15;0;G;0,078;G
03.08.23 03:30;0;G;0,085;G
03.08.23 03:45;0;G;0,087;G
03.08.23 04:00;0;G;0,088;G
03.08.23 04:15;0;G;0,088;G
03.08.23 04:30;0;G;0,079;G
03.08.23 04:45;0;G;0,082;G
03.08.23 05:00;0;G;0,09;G
03.08.23 05:15;0;G;0,089;G
03.08.23 05:30;0;G;0,084;G
03.08.23 05:45;0;G;0,093;G
03.08.23 06:00;0;G;0,105;G
03.08.23 06:15;0;G;0,088;G
03.08.23 06:30;0;G;0,174;G
03.08.23 06:45;0;G;0,221;G
03.08.23 07:00;0,015;G;0,02;G
03.08.23 07:15;0,014;G;0,017;G
03.08.23 07:30;0,036;G;0,003;G
03.08.23 07:45;0,223;G;0;G
03.08.23 08:00;0,352;G;0;G
03.08.23 08:15;0,266;G;0;G
03.08.23 08:30;0,128;G;0;G
03.08.23 08:45;0,084;G;0;G
03.08.23 09:00;0;G;0,059;G
03.08.23 09:15;0;G;0,083;G
03.08.23 09:30;0;G;0,058;G
03.08.23 09:45;0;G;0,089;G
03.08.23 10:00;0;G;0,078;G
03.08.23 10:15;0;G;0,061;G
03.08.23 10:30;0;G;0,058;G
03.08.23 10:45;0,002;G;0,175;G
03.08.23 11:00;0;G;0,244;G
03.08.23 11:15;0;G;0,064;G
03.08.23 11:30;0;G;0,46;G
03.08.23 11:45;0;G;0,051;G
03.08.23 12:00;0;G;0,054;G
03.08.23 12:15;0;G;0,248;G
03.08.23 12:30;0;G;0,252;G
03.08.23 12:45;0,022;G;0;G
03.08.23 13:00;0,079;G;0,002;G
03.08.23 13:15;0,08;G;0;G
03.08.23 13:30;0,007;G;0,014;G
03.08.23 13:45;0,045;G;0,014;G
03.08.23 14:00;0,064;G;0;G
03.08.23 14:15;0,042;G;0;G
03.08.23 14:30;0,032;G;0,001;G
03.08.23 14:45;0,003;G;0,002;G
03.08.23 15:00;0,002;G;0,028;G
03.08.23 15:15;0;G;0,023;G
03.08.23 15:30;0;G;0,034;G
03.08.23 15:45;0,06;G;0;G
03.08.23 16:00;0,049;G;0;G
03.08.23 16:15;0,037;G;0;G
03.08.23 16:30;0,01;G;0,001;G
03.08.23 16:45;0,003;G;0,023;G
03.08.23 17:00;0;G;0,037;G
03.08.23 17:15;0;G;0,041;G
03.08.23 17:30;0;G;0,068;G
03.08.23 17:45;0;G;0,079;G
03.08.23 18:00;0;G;0,075;G
03.08.23 18:15;0;G;0,079;G
03.08.23 18:30;0;G;0,074;G
03.08.23 18:45;0;G;0,079;G
03.08.23 19:00;0;G;0,07;G
03.08.23 19:15;0;G;0,096;G
03.08.23 19:30;0;G;0,098;G
03.08.23 19:45;0;G;0,093;G
03.08.23 20:00;0;G;0,131;G
03.08.23 20:15;0;G;0,119;G
03.08.23 20:30;0;G;0,121;G
03.08.23 20:45;0;G;0,122;G
03.08.23 21:00;0;G;0,104;G
03.08.23 21:15;0;G;0,085;G
03.08.23 21:30;0;G;0,088;G
03.08.23 21:45;0;G;0,066;G
03.08.23 22:00;0;G;0,068;G
03.08.23 22:15;0;G;0,083;G
03.08.23 22:30;0;G;0,062;G
03.08.23 22:45;0;G;0,055;G
03.08.23 23:00;0;G;0,049;G
03.08.23 23:15;0;G;0,044;G
03.08.23 23:30;0;G;0,042;G
03.08.23 23:45;0;G;0,05;G
04.08.23 00:00;0;G;0,049;G
04.08.23 00:15;0;G;0,05;G
04.08.23 00:30;0;G;0,044;G
04.08.23 00:45;0;G;0,048;G
04.08.23 01:00;0;G;0,054;G
04.08.23 01:15;0;G;0,054;G
04.08.23 01:30;0;G;0,048;G
04.08.23 01:45;0;G;0,045;G
04.08.23 02:00;0;G;0,051;G
04.08.23 02:15;0;G;0,054;G
04.08.23 02:30;0;G;0,054;G
04.08.23 02:45;0;G;0,045;G
04.08.23 03:00;0;G;0,045;G
04.08.23 03:15;0;G;0,053;G
04.08.23 03:30;0;G;0,053;G
04.08.23 03:45;0;G;0,054;G
04.08.23 04:00;0;G;0,045;G
04.08.23 04:15;0;G;0,046;G
04.08.23 04:30;0;G;0,053;G
04.08.23 04:45;0;G;0,054;G
04.08.23 05:00;0;G;0,049;G
04.08.23 05:15;0;G;0,044;G
04.08.23 05:30;0;G;0,049;G
04.08.23 05:45;0;G;0,053;G
04.08.23 06:00;0;G;0,054;G
04.08.23 06:15;0;G;0,045;G
04.08.23 06:30;0;G;0,071;G
04.08.23 06:45;0;G;0,092;G
04.08.23 07:00;0;G;0,105;G
04.08.23 07:15;0;G;0,118;G
04.08.23 07:30;0;G;0,084;G
04.08.23 07:45;0;G;0,177;G
04.08.23 08:00;0;G;0,081;G
04.08.23 08:15;0;G;0,057;G
04.08.23 08:30;0;G;0,033;G
04.08.23 08:45;0;G;0,041;G
04.08.23 09:00;0;G;0,032;G
04.08.23 09:15;0,02;G;0,009;G
04.08.23 09:30;0,066;G;0;G
04.08.23 09:45;0,05;G;0,065;G
04.08.23 10:00;0,034;G;0,076;G
04.08.23 10:15;0,078;G;0,01;G
04.08.23 10:30;0,045;G;0;G
04.08.23 10:45;0,09;G;0;G
04.08.23 11:00;0,175;G;0;G
04.08.23 11:15;0,158;G;0;G
04.08.23 11:30;0,072;G;0;G
04.08.23 11:45;0,126;G;0;G
04.08.23 12:00;0,083;G;0;G
04.08.23 12:15;0,053;G;0;G
04.08.23 12:30;0,002;G;0,041;G
04.08.23 12:45;0,13;G;0;G
04.08.23 13:00;0,191;G;0;G
04.08.23 13:15;0,077;G;0,073;G
04.08.23 13:30;0,037;G;0,188;G
04.08.23 13:45;0,179;G;0,043;G
04.08.23 14:00;0,056;G;0;G
04.08.23 14:15;0,026;G;0,006;G
04.08.23 14:30;0,021;G;0,015;G
04.08.23 14:45;0,003;G;0,117;G
04.08.23 15:00;0;G;0,257;G
04.08.23 15:15;0;G;0,329;G
04.08.23 15:30;0;G;0,338;G
04.08.23 15:45;0;G;0,068;G
04.08.23 16:00;0;G;0,278;G
04.08.23 16:15;0,015;G;0,232;G
04.08.23 16:30;0,076;G;0,091;G
04.08.23 16:45;0,052;G;0,099;G
04.08.23 17:00;0,014;G;0,249;G
04.08.23 17:15;0,061;G;0,182;G
04.08.23 17:30;0,285;G;0;G
04.08.23 17:45;0,105;G;0,206;G
04.08.23 18:00;0,085;G;0,178;G
04.08.23 18:15;0,08;G;0,131;G
04.08.23 18:30;0,025;G;0,085;G
04.08.23 18:45;0,007;G;0,014;G
04.08.23 19:00;0;G;0,045;G
04.08.23 19:15;0;G;0,117;G
04.08.23 19:30;0;G;0,652;G
04.08.23 19:45;0;G;0,42;G
04.08.23 20:00;0;G;0,132;G
04.08.23 20:15;0;G;0,117;G
04.08.23 20:30;0;G;0,106;G
04.08.23 20:45;0;G;0,1;G
04.08.23 21:00;0;G;0,113;G
04.08.23 21:15;0;G;0,109;G
04.08.23 21:30;0;G;0,102;G
04.08.23 21:45;0;G;0,095;G
04.08.23 22:00;0;G;0,145;G
04.08.23 22:15;0;G;0,144;G
04.08.23 22:30;0;G;0,155;G
04.08.23 22:45;0;G;0,163;G
04.08.23 23:00;0;G;0,132;G
04.08.23 23:15;0;G;0,06;G
04.08.23 23:30;0;G;0,093;G
04.08.23 23:45;0;G;0,049;G
05.08.23 00:00;0;G;0,067;G
05.08.23 00:15;0;G;0,062;G
05.08.23 00:30;0;G;0,062;G
05.08.23 00:45;0;G;0,058;G
05.08.23 01:00;0;G;0,045;G
05.08.23 01:15;0;G;0,049;G
05.08.23 01:30;0;G;0,054;G
05.08.23 01:45;0;G;0,054;G
05.08.23 02:00;0;G;0,052;G
05.08.23 02:15;0;G;0,049;G
05.08.23 02:30;0;G;0,043;G
05.08.23 02:45;0;G;0,048;G
05.08.23 03:00;0;G;0,052;G
05.08.23 03:15;0;G;0,051;G
05.08.23 03:30;0;G;0,05;G
05.08.23 03:45;0;G;0,042;G
05.08.23 04:00;0;G;0,046;G
05.08.23 04:15;0;G;0,049;G
05.08.23 04:30;0;G;0,049;G
05.08.23 04:45;0;G;0,046;G
05.08.23 05:00;0;G;0,04;G
05.08.23 05:15;0;G;0,044;G
05.08.23 05:30;0;G;0,05;G
05.08.23 05:45;0;G;0,048;G
05.08.23 06:00;0;G;0,046;G
05.08.23 06:15;0;G;0,608;G
05.08.23 06:30;0;G;1,181;G
05.08.23 06:45;0;G;1,205;G
05.08.23 07:00;0;G;1,21;G
05.08.23 07:15;0;G;1,241;G
05.08.23 07:30;0;G;1,23;G
05.08.23 07:45;0;G;1,22;G
05.08.23 08:00;0;G;1,223;G
05.08.23 08:15;0;G;1,333;G
05.08.23 08:30;0;G;1,269;G
05.08.23 08:45;0;G;1,276;G
05.08.23 09:00;0;G;1,377;G
05.08.23 09:15;0;G;1,316;G
05.08.23 09:30;0;G;1,36;G
05.08.23 09:45;0;G;1,249;G
05.08.23 10:00;0;G;1,674;G
05.08.23 10:15;0;G;1,806;G
05.08.23 10:30;0;G;1,775;G
05.08.23 10:45;0;G;2,3;G
05.08.23 11:00;0;G;1,654;G
05.08.23 11:15;0;G;1,428;G
05.08.23 11:30;0;G;1,286;G
05.08.23 11:45;0;G;1,478;G
05.08.23 12:00;0;G;1,887;G
05.08.23 12:15;0;G;1,837;G
05.08.23 12:30;0;G;1,692;G
05.08.23 12:45;0;G;1,652;G
05.08.23 13:00;0;G;1,607;G
05.08.23 13:15;0;G;1,527;G
05.08.23 13:30;0;G;1,823;G
05.08.23 13:45;0;G;1,694;G
05.08.23 14:00;0;G;1,457;G
05.08.23 14:15;0;G;1,531;G
05.08.23 14:30;0;G;1,609;G
05.08.23 14:45;0;G;1,44;G
05.08.23 15:00;0;G;1,418;G
05.08.23 15:15;0;G;1,423;G
05.08.23 15:30;0;G;1,321;G
05.08.23 15:45;0;G;1,318;G
05.08.23 16:00;0;G;1,509;G
05.08.23 16:15;0;G;1,309;G
05.08.23 16:30;0;G;1,303;G
05.08.23 16:45;0;G;1,327;G
05.08.23 17:00;0;G;1,524;G
05.08.23 17:15;0;G;1,41;G
05.08.23 17:30;0;G;1,657;G
05.08.23 17:45;0;G;1,674;G
05.08.23 18:00;0;G;1,396;G
05.08.23 18:15;0;G;1,592;G
05.08.23 18:30;0;G;1,39;G
05.08.23 18:45;0;G;1,305;G
05.08.23 19:00;0;G;0,749;G
05.08.23 19:15;0;G;0,359;G
05.08.23 19:30;0;G;0,243;G
05.08.23 19:45;0;G;0,285;G
05.08.23 20:00;0;G;0,378;G
05.08.23 20:15;0;G;0,326;G
05.08.23 20:30;0;G;0,255;G
05.08.23 20:45;0;G;0,177;G
05.08.23 21:00;0;G;0,195;G
05.08.23 21:15;0;G;0,197;G
05.08.23 21:30;0;G;0,216;G
05.08.23 21:45;0;G;0,258;G
05.08.23 22:00;0;G;0,204;G
05.08.23 22:15;0;G;0,201;G
05.08.23 22:30;0;G;0,209;G
05.08.23 22:45;0;G;0,198;G
05.08.23 23:00;0;G;0,197;G
05.08.23 23:15;0;G;0,187;G
05.08.23 23:30;0;G;0,124;G
05.08.23 23:45;0;G;0,091;G
06.08.23 00:00;0;G;0,088;G
06.08.23 00:15;0;G;0,083;G
06.08.23 00:30;0;G;0,089;G
06.08.23 00:45;0;G;0,091;G
06.08.23 01:00;0;G;0,09;G
06.08.23 01:15;0;G;0,085;G
06.08.23 01:30;0;G;0,083;G
06.08.23 01:45;0;G;0,088;G
06.08.23 02:00;0;G;0,086;G
06.08.23 02:15;0;G;0,083;G
06.08.23 02:30;0;G;0,078;G
06.08.23 02:45;0;G;0,081;G
06.08.23 03:00;0;G;0,085;G
06.08.23 03:15;0;G;0,085;G
06.08.23 03:30;0;G;0,083;G
06.08.23 03:45;0;G;0,078;G
06.08.23 04:00;0;G;0,079;G
06.08.23 04:15;0;G;0,087;G
06.08.23 04:30;0;G;0,087;G
06.08.23 04:45;0;G;0,081;G
06.08.23 05:00;0;G;0,13;G
06.08.23 05:15;0;G;0,081;G
06.08.23 05:30;0;G;0,149;G
06.08.23 05:45;0;G;0,379;G
06.08.23 06:00;0;G;0,33;G
06.08.23 06:15;0;G;0,297;G
06.08.23 06:30;0;G;0,176;G
06.08.23 06:45;0;G;0,311;G
06.08.23 07:00;0;G;0,105;G
06.08.23 07:15;0;G;0,126;G
06.08.23 07:30;0;G;0,103;G
06.08.23 07:45;0;G;0,087;G
06.08.23 08:00;0;G;0,077;G
06.08.23 08:15;0;G;0,212;G
06.08.23 08:30;0;G;0,083;G
06.08.23 08:45;0;G;0,09;G
06.08.23 09:00;0;G;0,176;G
06.08.23 09:15;0;G;0,043;G
06.08.23 09:30;0;G;0,015;G
06.08.23 09:45;0,051;G;0;G
06.08.23 10:00;0,058;G;0;G
06.08.23 10:15;0,131;G;0;G
06.08.23 10:30;0,177;G;0,006;G
06.08.23 10:45;0,029;G;0;G
06.08.23 11:00;0,047;G;0;G
06.08.23 11:15;0,039;G;0;G
06.08.23 11:30;0,03;G;0,004;G
06.08.23 11:45;0;G;0,286;G
06.08.23 12:00;0,022;G;0,17;G
06.08.23 12:15;0;G;0,091;G
06.08.23 12:30;0;G;0,055;G
06.08.23 12:45;0,018;G;0,006;G
06.08.23 13:00;0,042;G;0,015;G
06.08.23 13:15;0,165;G;0,081;G
06.08.23 13:30;0,078;G;0,193;G
06.08.23 13:45;0,054;G;0,205;G
06.08.23 14:00;0;G;0,335;G
06.08.23 14:15;0;G;0,241;G
06.08.23 14:30;0;G;0,478;G
06.08.23 14:45;0;G;0,288;G
06.08.23 15:00;0;G;0,168;G
06.08.23 15:15;0;G;0,133;G
06.08.23 15:30;0,01;G;0,098;G
06.08.23 15:45;0;G;0,101;G
06.08.23 16:00;0,002;G;0,242;G
06.08.23 16:15;0,011;G;0,237;G
06.08.23 16:30;0,014;G;0,002;G
06.08.23 16:45;0,039;G;0,134;G
06.08.23 17:00;0,082;G;0,192;G
06.08.23 17:15;0,147;G;0;G
06.08.23 17:30;0,007;G;0,324;G
06.08.23 17:45;0;G;0,304;G
06.08.23 18:00;0;G;0,324;G
06.08.23 18:15;0;G;0,165;G
06.08.23 18:30;0;G;0,116;G
06.08.23 18:45;0;G;0,161;G
06.08.23 19:00;0;G;0,246;G
06.08.23 19:15;0;G;0,112;G
06.08.23 19:30;0;G;0,539;G
06.08.23 19:45;0;G;0,334;G
06.08.23 20:00;0;G;0,149;G
06.08.23 20:15;0;G;0,166;G
06.08.23 20:30;0;G;0,157;G
06.08.23 20:45;0;G;0,157;G
06.08.23 21:00;0;G;0,173;G
06.08.23 21:15;0;G;0,168;G
06.08.23 21:30;0;G;0,148;G
06.08.23 21:45;0;G;0,125;G
06.08.23 22:00;0;G;0,13;G
06.08.23 22:15;0;G;0,161;G
06.08.23 22:30;0;G;0,152;G
06.08.23 22:45;0;G;0,148;G
06.08.23 23:00;0;G;0,137;G
06.08.23 23:15;0;G;0,147;G
06.08.23 23:30;0;G;0,145;G
06.08.23 23:45;0;G;0,152;G
07.08.23 00:00;0;G;0,147;G
07.08.23 00:15;0;G;0,134;G
07.08.23 00:30;0;G;0,13;G
07.08.23 00:45;0;G;0,12;G
07.08.23 01:00;0;G;0,318;G
07.08.23 01:15;0;G;0,329;G
07.08.23 01:30;0;G;0,345;G
07.08.23 01:45;0;G;0,352;G
07.08.23 02:00;0;G;0,106;G
07.08.23 02:15;0;G;0,102;G
07.08.23 02:30;0;G;0,098;G
07.08.23 02:45;0;G;0,103;G
07.08.23 03:00;0;G;0,107;G
07.08.23 03:15;0;G;0,106;G
07.08.23 03:30;0;G;0,096;G
07.08.23 03:45;0;G;0,099;G
07.08.23 04:00;0;G;0,106;G
07.08.23 04:15;0;G;0,107;G
07.08.23 04:30;0;G;0,105;G
07.08.23 04:45;0;G;0,1;G
07.08.23 05:00;0;G;0,101;G
07.08.23 05:15;0;G;0,106;G
07.08.23 05:30;0;G;0,106;G
07.08.23 05:45;0;G;0,102;G
07.08.23 06:00;0;G;0,109;G
07.08.23 06:15;0;G;0,695;G
07.08.23 06:30;0;G;0,374;G
07.08.23 06:45;0;G;0,072;G
07.08.23 07:00;0;G;0,027;G
07.08.23 07:15;0,008;G;0,024;G
07.08.23 07:30;0,135;G;0,005;G
07.08.23 07:45;0,077;G;0;G
07.08.23 08:00;0,103;G;0;G
07.08.23 08:15;0,004;G;0,052;G
07.08.23 08:30;0,002;G;0,117;G
07.08.23 08:45;0,016;G;0,007;G
07.08.23 09:00;0,052;G;0;G
07.08.23 09:15;0,006;G;0,041;G
07.08.23 09:30;0;G;0,064;G
07.08.23 09:45;0;G;0,072;G
07.08.23 10:00;0;G;0,062;G
07.08.23 10:15;0,007;G;0,006;G
07.08.23 10:30;0,034;G;0;G
07.08.23 10:45;0,135;G;0,002;G
07.08.23 11:00;0,597;G;0;G
07.08.23 11:15;0,379;G;0;G
07.08.23 11:30;0,255;G;0;G
07.08.23 11:45;0,089;G;0,078;G
07.08.23 12:00;0,02;G;0;G
07.08.23 12:15;0,001;G;0,023;G
07.08.23 12:30;0,037;G;0;G
07.08.23 12:45;0,046;G;0;G
07.08.23 13:00;0,132;G;0;G
07.08.23 13:15;0,167;G;0;G
07.08.23 13:30;0,111;G;0;G
07.08.23 13:45;0,043;G;0;G
07.08.23 14:00;0,038;G;0,377;G
07.08.23 14:15;0,008;G;0,104;G
07.08.23 14:30;0,002;G;0,161;G
07.08.23 14:45;0,016;G;0,268;G
07.08.23 15:00;0,005;G;0,013;G
07.08.23 15:15;0,021;G;0;G
07.08.23 15:30;0,074;G;0;G
07.08.23 15:45;0,013;G;0,009;G
07.08.23 16:00;0;G;0,052;G
07.08.23 16:15;0;G;0,046;G
07.08.23 16:30;0,003;G;0,292;G
07.08.23 16:45;0,053;G;0,101;G
07.08.23 17:00;0,231;G;0,002;G
07.08.23 17:15;0,031;G;0,022;G
07.08.23 17:30;0,171;G;0;G
07.08.23 17:45;0,033;G;0,002;G
07.08.23 18:00;0,076;G;0;G
07.08.23 18:15;0,057;G;0,002;G
07.08.23 18:30;0,064;G;0;G
07.08.23 18:45;0;G;0,369;G
07.08.23 19:00;0;G;0,782;G
07.08.23 19:15;0;G;1,147;G
07.08.23 19:30;0;G;0,243;G
07.08.23 19:45;0;G;0,355;G
07.08.23 20:00;0;G;0,424;G
07.08.23 20:15;0;G;0,151;G
07.08.23 20:30;0;G;0,17;G
07.08.23 20:45;0;G;0,191;G
07.08.23 21:00;0;G;0,162;G
07.08.23 21:15;0;G;0,162;G
07.08.23 21:30;0;G;0,197;G
07.08.23 21:45;0;G;0,213;G
07.08.23 22:00;0;G;0,207;G
07.08.23 22:15;0;G;0,172;G
07.08.23 22:30;0;G;0,145;G
07.08.23 22:45;0;G;0,101;G
07.08.23 23:00;0;G;0,09;G
07.08.23 23:15;0;G;0,094;G
07.08.23 23:30;0;G;0,102;G
07.08.23 23:45;0;G;0,116;G
08.08.23 00:00;0;G;0,086;G
08.08.23 00:15;0;G;0,098;G
08.08.23 00:30;0;G;0,096;G
08.08.23 00:45;0;G;0,092;G
08.08.23 01:00;0;G;0,083;G
08.08.23 01:15;0;G;0,076;G
08.08.23 01:30;0;G;0,09;G
08.08.23 01:45;0;G;0,083;G
08.08.23 02:00;0;G;0,09;G
08.08.23 02:15;0;G;0,075;G
08.08.23 02:30;0;G;0,086;G
08.08.23 02:45;0;G;0,082;G
08.08.23 03:00;0;G;0,089;G
08.08.23 03:15;0;G;0,082;G
08.08.23 03:30;0;G;0,079;G
