Messzeitpunkt;Einspeisung (kWh) Strom 00100137997;Qualität Strom 00100137997;Verbrauch (kWh) Strom 00021228596;Qualität Strom 00021228596
08.09.23 16:00;0,099;G;0,178;G
08.09.23 16:15;0,106;G;0,183;G
08.09.23 16:30;0,079;G;0,138;G
08.09.23 16:45;0,043;G;0,081;G
08.09.23 17:00;0,006;G;0,25;G
08.09.23 17:15;0;G;0,3;G
08.09.23 17:30;0;G;0,069;G
08.09.23 17:45;0;G;0,251;G
08.09.23 18:00;0;G;0,294;G
08.09.23 18:15;0;G;0,225;G
08.09.23 18:30;0;G;0,266;G
08.09.23 18:45;0;G;0,376;G
08.09.23 19:00;0;G;0,533;G
08.09.23 19:15;0;G;0,266;G
08.09.23 19:30;0;G;0,426;G
08.09.23 19:45;0;G;0,471;G
08.09.23 20:00;0;G;0,256;G
08.09.23 20:15;0;G;0,239;G
08.09.23 20:30;0;G;0,25;G
08.09.23 20:45;0;G;0,196;G
08.09.23 21:00;0;G;0,191;G
08.09.23 21:15;0;G;0,202;G
08.09.23 21:30;0;G;0,145;G
08.09.23 21:45;0;G;0,141;G
08.09.23 22:00;0;G;0,134;G
08.09.23 22:15;0;G;0,139;G
08.09.23 22:30;0;G;0,126;G
08.09.23 22:45;0;G;0,122;G
08.09.23 23:00;0;G;0,126;G
08.09.23 23:15;0;G;0,129;G
08.09.23 23:30;0;G;0,112;G
08.09.23 23:45;0;G;0,112;G
09.09.23 00:00;0;G;0,098;G
09.09.23 00:15;0;G;0,095;G
09.09.23 00:30;0;G;0,101;G
09.09.23 00:45;0;G;0,104;G
09.09.23 01:00;0;G;0,112;G
09.09.23 01:15;0;G;0,1;G
09.09.23 01:30;0;G;0,1;G
09.09.23 01:45;0;G;0,089;G
09.09.23 02:00;0;G;0,107;G
09.09.23 02:15;0;G;0,099;G
09.09.23 02:30;0;G;0,109;G
09.09.23 02:45;0;G;0,099;G
09.09.23 03:00;0;G;0,097;G
09.09.23 03:15;0;G;0,093;G
09.09.23 03:30;0;G;0,105;G
09.09.23 03:45;0;G;0,101;G
09.09.23 04:00;0;G;0,103;G
09.09.23 04:15;0;G;0,099;G
09.09.23 04:30;0;G;0,095;G
09.09.23 04:45;0;G;0,094;G
09.09.23 05:00;0;G;0,106;G
09.09.23 05:15;0;G;0,105;G
09.09.23 05:30;0;G;0,105;G
09.09.23 05:45;0;G;0,097;G
09.09.23 06:00;0;G;0,098;G
09.09.23 06:15;0;G;0,096;G
09.09.23 06:30;0;G;0,132;G
09.09.23 06:45;0;G;0,133;G
09.09.23 07:00;0;G;0,139;G
09.09.23 07:15;0;G;0,142;G
09.09.23 07:30;0;G;0,123;G
09.09.23 07:45;0;G;0,114;G
09.09.23 08:00;0;G;0,076;G
09.09.23 08:15;0;G;0,027;G
09.09.23 08:30;0,001;G;0,122;G
09.09.23 08:45;0,042;G;0;G
09.09.23 09:00;0,026;G;0;G
09.09.23 09:15;0,09;G;0;G
09.09.23 09:30;0,146;G;0,068;G
09.09.23 09:45;0,11;G;0,122;G
09.09.23 10:00;0,211;G;0,059;G
09.09.23 10:15;0,283;G;0,025;G
09.09.23 10:30;0,312;G;0,011;G
09.09.23 10:45;0,276;G;0,013;G
09.09.23 11:00;0,204;G;0,064;G
09.09.23 11:15;0,032;G;0,658;G
09.09.23 11:30;0;G;1,039;G
09.09.23 11:45;0;G;1,08;G
09.09.23 12:00;0;G;0,696;G
09.09.23 12:15;0;G;0,664;G
09.09.23 12:30;0;G;0,979;G
09.09.23 12:45;0;G;0,9;G
09.09.23 13:00;0;G;1,312;G
09.09.23 13:15;0;G;1,43;G
09.09.23 13:30;0,05;G;0,593;G
09.09.23 13:45;0,291;G;0,029;G
09.09.23 14:00;0,101;G;0,185;G
09.09.23 14:15;0,122;G;0,184;G
09.09.23 14:30;0,259;G;0,097;G
09.09.23 14:45;0,143;G;0,11;G
09.09.23 15:00;0;G;0,925;G
09.09.23 15:15;0,003;G;0,374;G
09.09.23 15:30;0,008;G;0,2;G
09.09.23 15:45;0;G;0,417;G
09.09.23 16:00;0,032;G;0,344;G
09.09.23 16:15;0,053;G;0,229;G
09.09.23 16:30;0,082;G;0,089;G
09.09.23 16:45;0,042;G;0,278;G
09.09.23 17:00;0,014;G;0,285;G
09.09.23 17:15;0,002;G;0,15;G
09.09.23 17:30;0;G;0,25;G
09.09.23 17:45;0;G;0,266;G
09.09.23 18:00;0;G;0,274;G
09.09.23 18:15;0;G;0,108;G
09.09.23 18:30;0;G;0,336;G
09.09.23 18:45;0;G;0,345;G
09.09.23 19:00;0;G;0,203;G
09.09.23 19:15;0;G;0,332;G
09.09.23 19:30;0;G;0,46;G
09.09.23 19:45;0;G;0,251;G
09.09.23 20:00;0;G;0,267;G
09.09.23 20:15;0;G;0,241;G
09.09.23 20:30;0;G;0,434;G
09.09.23 20:45;0;G;0,238;G
09.09.23 21:00;0;G;0,245;G
09.09.23 21:15;0;G;0,257;G
09.09.23 21:30;0;G;0,257;G
09.09.23 21:45;0;G;0,23;G
09.09.23 22:00;0;G;0,223;G
09.09.23 22:15;0;G;0,203;G
09.09.23 22:30;0;G;0,161;G
09.09.23 22:45;0;G;0,155;G
09.09.23 23:00;0;G;0,159;G
09.09.23 23:15;0;G;0,107;G
09.09.23 23:30;0;G;0,141;G
09.09.23 23:45;0;G;0,1;G
10.09.23 00:00;0;G;0,117;G
10.09.23 00:15;0;G;0,106;G
10.09.23 00:30;0;G;0,108;G
10.09.23 00:45;0;G;0,095;G
10.09.23 01:00;0;G;0,094;G
10.09.23 01:15;0;G;0,098;G
10.09.23 01:30;0;G;0,102;G
10.09.23 01:45;0;G;0,098;G
10.09.23 02:00;0;G;0,099;G
10.09.23 02:15;0;G;0,091;G
10.09.23 02:30;0;G;0,099;G
10.09.23 02:45;0;G;0,099;G
10.09.23 03:00;0;G;0,1;G
10.09.23 03:15;0;G;0,094;G
10.09.23 03:30;0;G;0,092;G
10.09.23 03:45;0;G;0,099;G
10.09.23 04:00;0;G;0,099;G
10.09.23 04:15;0;G;0,101;G
10.09.23 04:30;0;G;0,091;G
10.09.23 04:45;0;G;0,099;G
10.09.23 05:00;0;G;0,097;G
10.09.23 05:15;0;G;0,104;G
10.09.23 05:30;0;G;0,097;G
10.09.23 05:45;0;G;0,092;G
10.09.23 06:00;0;G;0,097;G
10.09.23 06:15;0;G;0,101;G
10.09.23 06:30;0;G;0,121;G
10.09.23 06:45;0;G;0,129;G
10.09.23 07:00;0;G;0,118;G
10.09.23 07:15;0;G;0,136;G
10.09.23 07:30;0;G;0,13;G
10.09.23 07:45;0;G;0,115;G
10.09.23 08:00;0;G;0,081;G
10.09.23 08:15;0,006;G;0,003;G
10.09.23 08:30;0,001;G;0,212;G
10.09.23 08:45;0,013;G;0,141;G
10.09.23 09:00;0,023;G;0,097;G
10.09.23 09:15;0,098;G;0,057;G
10.09.23 09:30;0,159;G;0,051;G
10.09.23 09:45;0,117;G;0,025;G
10.09.23 10:00;0,171;G;0,025;G
10.09.23 10:15;0,265;G;0,01;G
10.09.23 10:30;0,305;G;0,008;G
10.09.23 10:45;0,216;G;0,055;G
10.09.23 11:00;0,155;G;0,209;G
10.09.23 11:15;0,199;G;0,16;G
10.09.23 11:30;0,26;G;0,198;G
10.09.23 11:45;0,236;G;0,132;G
10.09.23 12:00;0,253;G;0,301;G
10.09.23 12:15;0,248;G;0,104;G
10.09.23 12:30;0,149;G;0,051;G
10.09.23 12:45;0,443;G;0,055;G
10.09.23 13:00;0,316;G;0,048;G
10.09.23 13:15;0,085;G;0,049;G
10.09.23 13:30;0,543;G;0,004;G
10.09.23 13:45;0,358;G;0,058;G
10.09.23 14:00;0,199;G;0,062;G
10.09.23 14:15;0,418;G;0,032;G
10.09.23 14:30;0,299;G;0,056;G
10.09.23 14:45;0,408;G;0,002;G
10.09.23 15:00;0,362;G;0;G
10.09.23 15:15;0,26;G;0;G
10.09.23 15:30;0,173;G;0;G
10.09.23 15:45;0,218;G;0;G
10.09.23 16:00;0,219;G;0;G
10.09.23 16:15;0,191;G;0;G
10.09.23 16:30;0,142;G;0;G
10.09.23 16:45;0,089;G;0;G
10.09.23 17:00;0,051;G;0;G
10.09.23 17:15;0,008;G;0,01;G
10.09.23 17:30;0;G;0,014;G
10.09.23 17:45;0;G;0,054;G
10.09.23 18:00;0;G;0,141;G
10.09.23 18:15;0;G;0,173;G
10.09.23 18:30;0;G;0,189;G
10.09.23 18:45;0;G;0,208;G
10.09.23 19:00;0;G;0,234;G
10.09.23 19:15;0;G;0,249;G
10.09.23 19:30;0;G;0,447;G
10.09.23 19:45;0;G;0,942;G
10.09.23 20:00;0;G;0,358;G
10.09.23 20:15;0;G;0,248;G
10.09.23 20:30;0;G;0,232;G
10.09.23 20:45;0;G;0,357;G
10.09.23 21:00;0;G;0,423;G
10.09.23 21:15;0;G;0,388;G
10.09.23 21:30;0;G;0,38;G
10.09.23 21:45;0;G;0,18;G
10.09.23 22:00;0;G;0,135;G
10.09.23 22:15;0;G;0,148;G
10.09.23 22:30;0;G;0,154;G
10.09.23 22:45;0;G;0,146;G
10.09.23 23:00;0;G;0,116;G
10.09.23 23:15;0;G;0,104;G
10.09.23 23:30;0;G;0,103;G
10.09.23 23:45;0;G;0,112;G
11.09.23 00:00;0;G;0,104;G
11.09.23 00:15;0;G;0,101;G
11.09.23 00:30;0;G;0,097;G
11.09.23 00:45;0;G;0,104;G
11.09.23 01:00;0;G;0,108;G
11.09.23 01:15;0;G;0,101;G
11.09.23 01:30;0;G;0,099;G
11.09.23 01:45;0;G;0,101;G
11.09.23 02:00;0;G;0,104;G
11.09.23 02:15;0;G;0,11;G
11.09.23 02:30;0;G;0,104;G
11.09.23 02:45;0;G;0,091;G
11.09.23 03:00;0;G;0,098;G
11.09.23 03:15;0;G;0,104;G
11.09.23 03:30;0;G;0,103;G
11.09.23 03:45;0;G;0,095;G
11.09.23 04:00;0;G;0,093;G
11.09.23 04:15;0;G;0,101;G
11.09.23 04:30;0;G;0,42;G
11.09.23 04:45;0;G;0,132;G
11.09.23 05:00;0;G;0,3;G
11.09.23 05:15;0;G;0,396;G
11.09.23 05:30;0;G;0,281;G
11.09.23 05:45;0;G;0,161;G
11.09.23 06:00;0;G;0,232;G
11.09.23 06:15;0;G;0,107;G
11.09.23 06:30;0;G;0,147;G
11.09.23 06:45;0;G;0,143;G
11.09.23 07:00;0;G;0,128;G
11.09.23 07:15;0;G;0,135;G
11.09.23 07:30;0;G;0,118;G
11.09.23 07:45;0;G;0,236;G
11.09.23 08:00;0;G;0,125;G
11.09.23 08:15;0;G;0,018;G
11.09.23 08:30;0,001;G;0,004;G
11.09.23 08:45;0,025;G;0;G
11.09.23 09:00;0,049;G;0;G
11.09.23 09:15;0,168;G;0;G
11.09.23 09:30;0,193;G;0;G
11.09.23 09:45;0,179;G;0;G
11.09.23 10:00;0,21;G;0;G
11.09.23 10:15;0,319;G;0;G
11.09.23 10:30;0,404;G;0;G
11.09.23 10:45;0,45;G;0;G
11.09.23 11:00;0,469;G;0;G
11.09.23 11:15;0,518;G;0;G
11.09.23 11:30;0,533;G;0;G
11.09.23 11:45;0,166;G;0,043;G
11.09.23 12:00;0,513;G;0,001;G
11.09.23 12:15;0,357;G;0,003;G
11.09.23 12:30;0,354;G;0;G
11.09.23 12:45;0,572;G;0;G
11.09.23 13:00;0,297;G;0;G
11.09.23 13:15;0,358;G;0;G
11.09.23 13:30;0,534;G;0;G
11.09.23 13:45;0,238;G;0,124;G
11.09.23 14:00;0,205;G;0,088;G
11.09.23 14:15;0,27;G;0,047;G
11.09.23 14:30;0,374;G;0;G
11.09.23 14:45;0,346;G;0;G
11.09.23 15:00;0,31;G;0;G
11.09.23 15:15;0,308;G;0;G
11.09.23 15:30;0,279;G;0,002;G
11.09.23 15:45;0,239;G;0;G
11.09.23 16:00;0,197;G;0;G
11.09.23 16:15;0,16;G;0;G
11.09.23 16:30;0,105;G;0,001;G
11.09.23 16:45;0,007;G;0,004;G
11.09.23 17:00;0,024;G;0;G
11.09.23 17:15;0,004;G;0,048;G
11.09.23 17:30;0;G;0,044;G
11.09.23 17:45;0;G;0,137;G
11.09.23 18:00;0;G;0,492;G
11.09.23 18:15;0;G;0,422;G
11.09.23 18:30;0;G;0,268;G
11.09.23 18:45;0;G;0,448;G
11.09.23 19:00;0;G;0,485;G
11.09.23 19:15;0;G;0,31;G
11.09.23 19:30;0;G;0,479;G
11.09.23 19:45;0;G;0,413;G
11.09.23 20:00;0;G;0,414;G
11.09.23 20:15;0;G;0,193;G
11.09.23 20:30;0;G;0,414;G
11.09.23 20:45;0;G;0,412;G
11.09.23 21:00;0;G;0,346;G
11.09.23 21:15;0;G;0,444;G
11.09.23 21:30;0;G;0,198;G
11.09.23 21:45;0;G;0,153;G
11.09.23 22:00;0;G;0,156;G
11.09.23 22:15;0;G;0,15;G
11.09.23 22:30;0;G;0,153;G
11.09.23 22:45;0;G;0,133;G
11.09.23 23:00;0;G;0,119;G
11.09.23 23:15;0;G;0,118;G
11.09.23 23:30;0;G;0,11;G
11.09.23 23:45;0;G;0,107;G
12.09.23 00:00;0;G;0,109;G
12.09.23 00:15;0;G;0,106;G
12.09.23 00:30;0;G;0,103;G
12.09.23 00:45;0;G;0,093;G
12.09.23 01:00;0;G;0,095;G
12.09.23 01:15;0;G;0,102;G
12.09.23 01:30;0;G;0,102;G
12.09.23 01:45;0;G;0,097;G
12.09.23 02:00;0;G;0,092;G
12.09.23 02:15;0;G;0,095;G
12.09.23 02:30;0;G;0,098;G
12.09.23 02:45;0;G;0,098;G
12.09.23 03:00;0;G;0,092;G
12.09.23 03:15;0;G;0,091;G
12.09.23 03:30;0;G;0,1;G
12.09.23 03:45;0;G;0,099;G
12.09.23 04:00;0;G;0,098;G
12.09.23 04:15;0;G;0,092;G
12.09.23 04:30;0;G;0,092;G
12.09.23 04:45;0;G;0,097;G
12.09.23 05:00;0;G;0,098;G
12.09.23 05:15;0;G;0,096;G
12.09.23 05:30;0;G;0,1;G
12.09.23 05:45;0;G;0,115;G
12.09.23 06:00;0;G;0,124;G
12.09.23 06:15;0;G;0,44;G
12.09.23 06:30;0;G;0,363;G
12.09.23 06:45;0;G;0,149;G
12.09.23 07:00;0;G;0,562;G
12.09.23 07:15;0;G;0,369;G
12.09.23 07:30;0;G;0,128;G
12.09.23 07:45;0;G;0,113;G
12.09.23 08:00;0;G;0,096;G
12.09.23 08:15;0;G;0,034;G
12.09.23 08:30;0;G;0,043;G
12.09.23 08:45;0,019;G;0;G
12.09.23 09:00;0,007;G;0,001;G
12.09.23 09:15;0,103;G;0;G
12.09.23 09:30;0,189;G;0,003;G
12.09.23 09:45;0,299;G;0;G
12.09.23 10:00;0,244;G;0,001;G
12.09.23 10:15;0,347;G;0;G
12.09.23 10:30;0,362;G;0;G
12.09.23 10:45;0,416;G;0;G
12.09.23 11:00;0,533;G;0;G
12.09.23 11:15;0,369;G;0,037;G
12.09.23 11:30;0,335;G;0;G
12.09.23 11:45;0,503;G;0;G
12.09.23 12:00;0,187;G;0,001;G
12.09.23 12:15;0,464;G;0,035;G
12.09.23 12:30;0,596;G;0;G
12.09.23 12:45;0,576;G;0;G
12.09.23 13:00;0,195;G;0;G
12.09.23 13:15;0,486;G;0;G
12.09.23 13:30;0,521;G;0;G
12.09.23 13:45;0,523;G;0;G
12.09.23 14:00;0,483;G;0;G
12.09.23 14:15;0,44;G;0;G
12.09.23 14:30;0,325;G;0;G
12.09.23 14:45;0,353;G;0;G
12.09.23 15:00;0,198;G;0,049;G
12.09.23 15:15;0,197;G;0;G
12.09.23 15:30;0,108;G;0;G
12.09.23 15:45;0,093;G;0;G
12.09.23 16:00;0,131;G;0;G
12.09.23 16:15;0,082;G;0;G
12.09.23 16:30;0,016;G;0,015;G
12.09.23 16:45;0;G;0,108;G
12.09.23 17:00;0;G;0,352;G
12.09.23 17:15;0;G;0,303;G
12.09.23 17:30;0;G;0,239;G
12.09.23 17:45;0;G;0,093;G
12.09.23 18:00;0;G;0,264;G
12.09.23 18:15;0;G;0,328;G
12.09.23 18:30;0;G;0,119;G
12.09.23 18:45;0;G;0,301;G
12.09.23 19:00;0;G;0,376;G
12.09.23 19:15;0;G;0,39;G
12.09.23 19:30;0;G;0,218;G
12.09.23 19:45;0;G;0,429;G
12.09.23 20:00;0;G;0,458;G
12.09.23 20:15;0;G;0,254;G
12.09.23 20:30;0;G;0,354;G
12.09.23 20:45;0;G;0,422;G
12.09.23 21:00;0;G;0,417;G
12.09.23 21:15;0;G;0,216;G
12.09.23 21:30;0;G;0,426;G
12.09.23 21:45;0;G;0,406;G
12.09.23 22:00;0;G;0,176;G
12.09.23 22:15;0;G;0,168;G
12.09.23 22:30;0;G;0,13;G
12.09.23 22:45;0;G;0,121;G
12.09.23 23:00;0;G;0,114;G
12.09.23 23:15;0;G;0,128;G
12.09.23 23:30;0;G;0,127;G
12.09.23 23:45;0;G;0,127;G
13.09.23 00:00;0;G;0,115;G
13.09.23 00:15;0;G;0,1;G
13.09.23 00:30;0;G;0,096;G
13.09.23 00:45;0;G;0,104;G
13.09.23 01:00;0;G;0,102;G
13.09.23 01:15;0;G;0,094;G
13.09.23 01:30;0;G;0,096;G
13.09.23 01:45;0;G;0,099;G
13.09.23 02:00;0;G;0,097;G
13.09.23 02:15;0;G;0,106;G
13.09.23 02:30;0;G;0,098;G
13.09.23 02:45;0;G;0,089;G
13.09.23 03:00;0;G;0,097;G
13.09.23 03:15;0;G;0,1;G
13.09.23 03:30;0;G;0,099;G
13.09.23 03:45;0;G;0,094;G
13.09.23 04:00;0;G;0,091;G
13.09.23 04:15;0;G;0,1;G
13.09.23 04:30;0;G;0,1;G
13.09.23 04:45;0;G;0,098;G
13.09.23 05:00;0;G;0,09;G
13.09.23 05:15;0;G;0,092;G
13.09.23 05:30;0;G;0,098;G
13.09.23 05:45;0;G;0,114;G
13.09.23 06:00;0;G;0,209;G
13.09.23 06:15;0;G;0,122;G
13.09.23 06:30;0;G;0,162;G
13.09.23 06:45;0;G;0,146;G
13.09.23 07:00;0;G;0,124;G
13.09.23 07:15;0;G;0,163;G
13.09.23 07:30;0;G;0,212;G
13.09.23 07:45;0;G;0,085;G
13.09.23 08:00;0;G;0,066;G
13.09.23 08:15;0;G;0,169;G
13.09.23 08:30;0;G;0,174;G
13.09.23 08:45;0;G;0,313;G
13.09.23 09:00;0,023;G;0,279;G
13.09.23 09:15;0,091;G;0,019;G
13.09.23 09:30;0,119;G;0,196;G
13.09.23 09:45;0,174;G;0,154;G
13.09.23 10:00;0,212;G;0,121;G
13.09.23 10:15;0,293;G;0,083;G
13.09.23 10:30;0,331;G;0,069;G
13.09.23 10:45;0,351;G;0,04;G
13.09.23 11:00;0,604;G;0;G
13.09.23 11:15;0,062;G;0,877;G
13.09.23 11:30;0;G;1,041;G
13.09.23 11:45;0;G;0,996;G
13.09.23 12:00;0;G;1,031;G
13.09.23 12:15;0;G;0,937;G
13.09.23 12:30;0,022;G;0,898;G
13.09.23 12:45;0,57;G;0;G
13.09.23 13:00;0,449;G;0,136;G
13.09.23 13:15;0;G;0,931;G
13.09.23 13:30;0;G;0,776;G
13.09.23 13:45;0;G;0,578;G
13.09.23 14:00;0;G;0,891;G
13.09.23 14:15;0;G;0,758;G
13.09.23 14:30;0;G;0,67;G
13.09.23 14:45;0;G;0,942;G
13.09.23 15:00;0;G;0,768;G
13.09.23 15:15;0;G;0,855;G
13.09.23 15:30;0;G;0,947;G
13.09.23 15:45;0;G;1,094;G
13.09.23 16:00;0;G;1,121;G
13.09.23 16:15;0;G;1,091;G
13.09.23 16:30;0;G;1,043;G
13.09.23 16:45;0;G;1,151;G
13.09.23 17:00;0;G;1,255;G
13.09.23 17:15;0;G;1,262;G
13.09.23 17:30;0;G;0,601;G
13.09.23 17:45;0;G;0,206;G
13.09.23 18:00;0;G;0,217;G
13.09.23 18:15;0;G;0,236;G
13.09.23 18:30;0;G;0,241;G
13.09.23 18:45;0;G;0,212;G
13.09.23 19:00;0;G;0,301;G
13.09.23 19:15;0;G;0,746;G
13.09.23 19:30;0;G;0,332;G
13.09.23 19:45;0;G;0,214;G
13.09.23 20:00;0;G;0,214;G
13.09.23 20:15;0;G;0,195;G
13.09.23 20:30;0;G;0,253;G
13.09.23 20:45;0;G;0,2;G
13.09.23 21:00;0;G;0,219;G
13.09.23 21:15;0;G;0,235;G
13.09.23 21:30;0;G;0,224;G
13.09.23 21:45;0;G;0,144;G
13.09.23 22:00;0;G;0,137;G
13.09.23 22:15;0;G;0,137;G
13.09.23 22:30;0;G;0,16;G
13.09.23 22:45;0;G;0,172;G
13.09.23 23:00;0;G;0,149;G
13.09.23 23:15;0;G;0,141;G
13.09.23 23:30;0;G;0,14;G
13.09.23 23:45;0;G;0,13;G
14.09.23 00:00;0;G;0,126;G
14.09.23 00:15;0;G;0,134;G
14.09.23 00:30;0;G;0,13;G
14.09.23 00:45;0;G;0,134;G
14.09.23 01:00;0;G;0,121;G
14.09.23 01:15;0;G;0,13;G
14.09.23 01:30;0;G;0,129;G
14.09.23 01:45;0;G;0,13;G
14.09.23 02:00;0;G;0,13;G
14.09.23 02:15;0;G;0,119;G
14.09.23 02:30;0;G;0,124;G
14.09.23 02:45;0;G;0,122;G
14.09.23 03:00;0;G;0,127;G
14.09.23 03:15;0;G;0,122;G
14.09.23 03:30;0;G;0,116;G
14.09.23 03:45;0;G;0,122;G
14.09.23 04:00;0;G;0,125;G
14.09.23 04:15;0;G;0,114;G
14.09.23 04:30;0;G;0,106;G
14.09.23 04:45;0;G;0,101;G
14.09.23 05:00;0;G;0,094;G
14.09.23 05:15;0;G;0,107;G
14.09.23 05:30;0;G;0,1;G
14.09.23 05:45;0;G;0,122;G
14.09.23 06:00;0;G;0,164;G
14.09.23 06:15;0;G;0,12;G
14.09.23 06:30;0;G;0,204;G
14.09.23 06:45;0;G;0,255;G
14.09.23 07:00;0;G;0,274;G
14.09.23 07:15;0;G;0,159;G
14.09.23 07:30;0;G;0,308;G
14.09.23 07:45;0;G;0,358;G
14.09.23 08:00;0;G;0,397;G
14.09.23 08:15;0;G;0,352;G
14.09.23 08:30;0;G;0,189;G
14.09.23 08:45;0;G;0,409;G
14.09.23 09:00;0;G;0,393;G
14.09.23 09:15;0;G;0,253;G
14.09.23 09:30;0;G;0,049;G
14.09.23 09:45;0,063;G;0,002;G
14.09.23 10:00;0,063;G;0;G
14.09.23 10:15;0,009;G;0,002;G
14.09.23 10:30;0,007;G;0,03;G
14.09.23 10:45;0,126;G;0;G
14.09.23 11:00;0,15;G;0;G
14.09.23 11:15;0,369;G;0;G
14.09.23 11:30;0,484;G;0;G
14.09.23 11:45;0,168;G;0,14;G
14.09.23 12:00;0,368;G;0;G
14.09.23 12:15;0,218;G;0;G
14.09.23 12:30;0,217;G;0;G
14.09.23 12:45;0,211;G;0,002;G
14.09.23 13:00;0,201;G;0,003;G
14.09.23 13:15;0,101;G;0,035;G
14.09.23 13:30;0,101;G;0;G
14.09.23 13:45;0,051;G;0,017;G
14.09.23 14:00;0,283;G;0,001;G
14.09.23 14:15;0,231;G;0,002;G
14.09.23 14:30;0,199;G;0;G
14.09.23 14:45;0,185;G;0;G
14.09.23 15:00;0,342;G;0;G
14.09.23 15:15;0,281;G;0;G
14.09.23 15:30;0,178;G;0;G
14.09.23 15:45;0,152;G;0;G
14.09.23 16:00;0,178;G;0;G
14.09.23 16:15;0,208;G;0;G
14.09.23 16:30;0,216;G;0;G
14.09.23 16:45;0,159;G;0;G
14.09.23 17:00;0,03;G;0,059;G
14.09.23 17:15;0;G;0,525;G
14.09.23 17:30;0;G;0,448;G
14.09.23 17:45;0;G;0,528;G
14.09.23 18:00;0;G;0,591;G
14.09.23 18:15;0;G;0,216;G
14.09.23 18:30;0;G;0,474;G
14.09.23 18:45;0;G;0,442;G
14.09.23 19:00;0;G;0,33;G
14.09.23 19:15;0;G;0,37;G
14.09.23 19:30;0;G;0,664;G
14.09.23 19:45;0;G;0,296;G
14.09.23 20:00;0;G;0,192;G
14.09.23 20:15;0;G;0,166;G
14.09.23 20:30;0;G;0,153;G
14.09.23 20:45;0;G;0,178;G
14.09.23 21:00;0;G;0,164;G
14.09.23 21:15;0;G;0,149;G
14.09.23 21:30;0;G;0,148;G
14.09.23 21:45;0;G;0,13;G
14.09.23 22:00;0;G;0,138;G
14.09.23 22:15;0;G;0,121;G
14.09.23 22:30;0;G;0,133;G
14.09.23 22:45;0;G;0,116;G
14.09.23 23:00;0;G;0,262;G
14.09.23 23:15;0;G;0,274;G
14.09.23 23:30;0;G;0,411;G
14.09.23 23:45;0;G;0,413;G
15.09.23 00:00;0;G;0,144;G
15.09.23 00:15;0;G;0,335;G
15.09.23 00:30;0;G;0,11;G
15.09.23 00:45;0;G;0,101;G
15.09.23 01:00;0;G;0,103;G
15.09.23 01:15;0;G;0,11;G
15.09.23 01:30;0;G;0,109;G
15.09.23 01:45;0;G;0,104;G
15.09.23 02:00;0;G;0,094;G
15.09.23 02:15;0;G;0,103;G
15.09.23 02:30;0;G;0,105;G
15.09.23 02:45;0;G;0,103;G
15.09.23 03:00;0;G;0,104;G
15.09.23 03:15;0;G;0,095;G
15.09.23 03:30;0;G;0,1;G
15.09.23 03:45;0;G;0,105;G
15.09.23 04:00;0;G;0,1;G
15.09.23 04:15;0;G;0,093;G
15.09.23 04:30;0;G;0,095;G
15.09.23 04:45;0;G;0,098;G
15.09.23 05:00;0;G;0,099;G
15.09.23 05:15;0;G;0,1;G
15.09.23 05:30;0;G;0,088;G
15.09.23 05:45;0;G;0,107;G
15.09.23 06:00;0;G;0,134;G
15.09.23 06:15;0;G;0,14;G
15.09.23 06:30;0;G;0,3;G
15.09.23 06:45;0;G;0,181;G
15.09.23 07:00;0;G;0,126;G
15.09.23 07:15;0;G;0,136;G
15.09.23 07:30;0;G;0,149;G
15.09.23 07:45;0;G;0,118;G
15.09.23 08:00;0;G;0,236;G
15.09.23 08:15;0;G;0,079;G
15.09.23 08:30;0;G;0,039;G
15.09.23 08:45;0;G;0,384;G
15.09.23 09:00;0,015;G;0,113;G
15.09.23 09:15;0,066;G;0,116;G
15.09.23 09:30;0,068;G;0,328;G
15.09.23 09:45;0,136;G;0,047;G
15.09.23 10:00;0,25;G;0,048;G
15.09.23 10:15;0,266;G;0,051;G
15.09.23 10:30;0,477;G;0;G
15.09.23 10:45;0,084;G;0,017;G
15.09.23 11:00;0,537;G;0;G
15.09.23 11:15;0,567;G;0;G
15.09.23 11:30;0,355;G;0,01;G
15.09.23 11:45;0,275;G;0,027;G
15.09.23 12:00;0,262;G;0,034;G
15.09.23 12:15;0,211;G;0,002;G
15.09.23 12:30;0,452;G;0;G
15.09.23 12:45;0,428;G;0,011;G
15.09.23 13:00;0,475;G;0,002;G
15.09.23 13:15;0,231;G;0,243;G
15.09.23 13:30;0,146;G;0,121;G
15.09.23 13:45;0,259;G;0;G
15.09.23 14:00;0,426;G;0;G
15.09.23 14:15;0,213;G;0;G
15.09.23 14:30;0,261;G;0;G
15.09.23 14:45;0,243;G;0,054;G
15.09.23 15:00;0,441;G;0;G
15.09.23 15:15;0,241;G;0;G
15.09.23 15:30;0,061;G;0,284;G
15.09.23 15:45;0,099;G;0,096;G
15.09.23 16:00;0,042;G;0,164;G
15.09.23 16:15;0,027;G;0,33;G
15.09.23 16:30;0,055;G;0,218;G
15.09.23 16:45;0,076;G;0,041;G
15.09.23 17:00;0,011;G;0,015;G
15.09.23 17:15;0,003;G;0,03;G
15.09.23 17:30;0;G;0,024;G
15.09.23 17:45;0;G;0,061;G
15.09.23 18:00;0;G;0,084;G
15.09.23 18:15;0;G;0,101;G
15.09.23 18:30;0;G;0,121;G
15.09.23 18:45;0;G;0,135;G
